"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","TAXINCOME","TOT","PC_GDP","A","1988",10.384,
"DEU","TAXINCOME","TOT","PC_GDP","A","1989",10.697,
"DEU","TAXINCOME","TOT","PC_GDP","A","1990",9.589,
"DEU","TAXINCOME","TOT","PC_GDP","A","1991",9.591,
"DEU","TAXINCOME","TOT","PC_GDP","A","1992",10.076,
"DEU","TAXINCOME","TOT","PC_GDP","A","1993",9.757,
"DEU","TAXINCOME","TOT","PC_GDP","A","1994",9.642,
"DEU","TAXINCOME","TOT","PC_GDP","A","1995",9.979,
"DEU","TAXINCOME","TOT","PC_GDP","A","1996",8.85,
"DEU","TAXINCOME","TOT","PC_GDP","A","1997",8.516,
"DEU","TAXINCOME","TOT","PC_GDP","A","1998",8.891,
"DEU","TAXINCOME","TOT","PC_GDP","A","1999",9.086,
"DEU","TAXINCOME","TOT","PC_GDP","A","2000",9.206,
"DEU","TAXINCOME","TOT","PC_GDP","A","2001",9.529,
"DEU","TAXINCOME","TOT","PC_GDP","A","2002",8.678,
"DEU","TAXINCOME","TOT","PC_GDP","A","2003",8.3,
"DEU","TAXINCOME","TOT","PC_GDP","A","2004",7.784,
"DEU","TAXINCOME","TOT","PC_GDP","A","2005",7.851,
"DEU","TAXINCOME","TOT","PC_GDP","A","2006",8.323,
"DEU","TAXINCOME","TOT","PC_GDP","A","2007",8.755,
"DEU","TAXINCOME","TOT","PC_GDP","A","2008",9.445,
"DEU","TAXINCOME","TOT","PC_GDP","A","2009",9.157,
"DEU","TAXINCOME","TOT","PC_GDP","A","2010",8.555,
"DEU","TAXINCOME","TOT","PC_GDP","A","2011",8.857,
"DEU","TAXINCOME","TOT","PC_GDP","A","2012",9.418,
"DEU","TAXINCOME","TOT","PC_GDP","A","2013",9.61,
"DEU","TAXINCOME","TOT","PC_GDP","A","2014",9.649,
"DEU","TAXINCOME","TOT","PC_GDP","A","2015",9.893,
"DEU","TAXINCOME","TOT","PC_GDP","A","2016",10.041,
"DEU","TAXINCOME","TOT","PC_GDP","A","2017",10.252,
"DEU","TAXINCOME","TOT","PC_GDP","A","2018",10.451,
"DEU","TAXINCOME","TOT","PC_GDP","A","2019",10.575,
"DEU","TAXINCOME","TOT","PC_GDP","A","2020",10.364,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1965",25.893,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1966",26.876,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1967",26.263,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1968",26.609,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1969",26.472,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1970",26.618,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1971",28.041,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1972",29.256,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1973",30.462,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1974",31.769,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1975",29.957,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1976",30.17,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1977",31.009,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1978",29.78,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1979",28.837,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1980",29.625,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1981",28.921,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1982",28.785,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1983",28.168,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1984",27.903,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1985",28.65,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1986",28.56,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1987",29.072,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1988",28.88,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1989",29.524,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1990",27.552,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1991",27.501,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1992",28.177,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1993",27.268,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1994",26.646,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1995",27.482,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1996",24.814,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1997",24.091,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1998",25.018,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","1999",25.063,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2000",25.314,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2001",27.128,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2002",25.11,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2003",23.889,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2004",22.674,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2005",22.809,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2006",23.823,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2007",24.751,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2008",26.349,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2009",24.962,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2010",24.078,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2011",24.544,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2012",25.582,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2013",26.006,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2014",26.21,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2015",26.549,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2016",26.598,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2017",27.17,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2018",27.194,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2019",27.386,
"DEU","TAXINCOME","TOT","PC_TOT_TAX","A","2020",27.037,
"GRC","TAXINCOME","TOT","PC_GDP","A","1965",1.173,
"GRC","TAXINCOME","TOT","PC_GDP","A","1966",1.418,
"GRC","TAXINCOME","TOT","PC_GDP","A","1967",1.585,
"GRC","TAXINCOME","TOT","PC_GDP","A","1968",1.758,
"GRC","TAXINCOME","TOT","PC_GDP","A","1969",1.791,
"GRC","TAXINCOME","TOT","PC_GDP","A","1970",1.86,
"GRC","TAXINCOME","TOT","PC_GDP","A","1971",1.989,
"GRC","TAXINCOME","TOT","PC_GDP","A","1972",1.617,
"GRC","TAXINCOME","TOT","PC_GDP","A","1973",1.645,
"GRC","TAXINCOME","TOT","PC_GDP","A","1974",2.108,
"GRC","TAXINCOME","TOT","PC_GDP","A","1975",1.668,
"GRC","TAXINCOME","TOT","PC_GDP","A","1976",1.79,
"GRC","TAXINCOME","TOT","PC_GDP","A","1977",2.07,
"GRC","TAXINCOME","TOT","PC_GDP","A","1978",2.121,
"GRC","TAXINCOME","TOT","PC_GDP","A","1979",2.741,
"GRC","TAXINCOME","TOT","PC_GDP","A","1980",3.093,
"GRC","TAXINCOME","TOT","PC_GDP","A","1981",3.048,
"GRC","TAXINCOME","TOT","PC_GDP","A","1982",3.347,
"GRC","TAXINCOME","TOT","PC_GDP","A","1983",3.034,
"GRC","TAXINCOME","TOT","PC_GDP","A","1984",3.546,
"GRC","TAXINCOME","TOT","PC_GDP","A","1985",3.408,
"GRC","TAXINCOME","TOT","PC_GDP","A","1986",3.397,
"GRC","TAXINCOME","TOT","PC_GDP","A","1987",3.303,
"GRC","TAXINCOME","TOT","PC_GDP","A","1988",3.378,
"GRC","TAXINCOME","TOT","PC_GDP","A","1989",3.016,
"GRC","TAXINCOME","TOT","PC_GDP","A","1990",3.555,
"GRC","TAXINCOME","TOT","PC_GDP","A","1991",3.218,
"GRC","TAXINCOME","TOT","PC_GDP","A","1992",2.773,
"GRC","TAXINCOME","TOT","PC_GDP","A","1993",2.586,
"GRC","TAXINCOME","TOT","PC_GDP","A","1994",2.974,
"GRC","TAXINCOME","TOT","PC_GDP","A","1995",3.235,
"GRC","TAXINCOME","TOT","PC_GDP","A","1996",3.171,
"GRC","TAXINCOME","TOT","PC_GDP","A","1997",3.704,
"GRC","TAXINCOME","TOT","PC_GDP","A","1998",4.359,
"GRC","TAXINCOME","TOT","PC_GDP","A","1999",4.547,
"GRC","TAXINCOME","TOT","PC_GDP","A","2000",4.338,
"GRC","TAXINCOME","TOT","PC_GDP","A","2001",4.006,
"GRC","TAXINCOME","TOT","PC_GDP","A","2002",4.279,
"GRC","TAXINCOME","TOT","PC_GDP","A","2003",4.089,
"GRC","TAXINCOME","TOT","PC_GDP","A","2004",4.102,
"GRC","TAXINCOME","TOT","PC_GDP","A","2005",4.376,
"GRC","TAXINCOME","TOT","PC_GDP","A","2006",4.359,
"GRC","TAXINCOME","TOT","PC_GDP","A","2007",4.536,
"GRC","TAXINCOME","TOT","PC_GDP","A","2008",4.568,
"GRC","TAXINCOME","TOT","PC_GDP","A","2009",4.472,
"GRC","TAXINCOME","TOT","PC_GDP","A","2010",4.022,
"GRC","TAXINCOME","TOT","PC_GDP","A","2011",4.864,
"GRC","TAXINCOME","TOT","PC_GDP","A","2012",7.067,
"GRC","TAXINCOME","TOT","PC_GDP","A","2013",6.002,
"GRC","TAXINCOME","TOT","PC_GDP","A","2014",5.985,
"GRC","TAXINCOME","TOT","PC_GDP","A","2015",5.766,
"GRC","TAXINCOME","TOT","PC_GDP","A","2016",5.971,
"GRC","TAXINCOME","TOT","PC_GDP","A","2017",6.338,
"GRC","TAXINCOME","TOT","PC_GDP","A","2018",6.426,
"GRC","TAXINCOME","TOT","PC_GDP","A","2019",5.998,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1965",6.844,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1966",7.724,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1967",8.233,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1968",8.82,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1969",9.096,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1970",9.678,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1971",10.45,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1972",8.543,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1973",9.45,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1974",11.547,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1975",8.918,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1976",8.806,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1977",10.039,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1978",10.307,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1979",12.848,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1980",14.906,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1981",14.577,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1982",14.185,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1983",12.642,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1984",14.446,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1985",13.877,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1986",13.176,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1987",12.588,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1988",14.27,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1989",13.145,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1990",14.114,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1991",12.722,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1992",10.614,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1993",9.733,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1994",11.083,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1995",11.427,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1996",11.143,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1997",12.53,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1998",14.173,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","1999",14.29,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2000",12.978,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2001",12.544,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2002",12.908,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2003",12.983,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2004",13.464,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2005",13.729,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2006",14.038,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2007",14.264,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2008",14.365,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2009",14.542,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2010",12.449,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2011",14.197,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2012",19.446,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2013",16.698,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2014",16.486,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2015",15.742,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2016",15.346,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2017",16.131,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2018",16.066,
"GRC","TAXINCOME","TOT","PC_TOT_TAX","A","2019",15.191,
"HUN","TAXINCOME","TOT","PC_GDP","A","1991",6.621,
"HUN","TAXINCOME","TOT","PC_GDP","A","1992",6.724,
"HUN","TAXINCOME","TOT","PC_GDP","A","1993",7.04,
"HUN","TAXINCOME","TOT","PC_GDP","A","1994",6.716,
"HUN","TAXINCOME","TOT","PC_GDP","A","1995",6.575,
"HUN","TAXINCOME","TOT","PC_GDP","A","1996",6.889,
"HUN","TAXINCOME","TOT","PC_GDP","A","1997",6.341,
"HUN","TAXINCOME","TOT","PC_GDP","A","1998",6.289,
"HUN","TAXINCOME","TOT","PC_GDP","A","1999",6.701,
"HUN","TAXINCOME","TOT","PC_GDP","A","2000",7.165,
"HUN","TAXINCOME","TOT","PC_GDP","A","2001",7.367,
"HUN","TAXINCOME","TOT","PC_GDP","A","2002",7.565,
"HUN","TAXINCOME","TOT","PC_GDP","A","2003",7.017,
"HUN","TAXINCOME","TOT","PC_GDP","A","2004",6.574,
"HUN","TAXINCOME","TOT","PC_GDP","A","2005",6.546,
"HUN","TAXINCOME","TOT","PC_GDP","A","2006",6.636,
"HUN","TAXINCOME","TOT","PC_GDP","A","2007",7.154,
"HUN","TAXINCOME","TOT","PC_GDP","A","2008",7.597,
"HUN","TAXINCOME","TOT","PC_GDP","A","2009",7.287,
"HUN","TAXINCOME","TOT","PC_GDP","A","2010",6.431,
"HUN","TAXINCOME","TOT","PC_GDP","A","2011",4.939,
"HUN","TAXINCOME","TOT","PC_GDP","A","2012",5.516,
"HUN","TAXINCOME","TOT","PC_GDP","A","2013",5.298,
"HUN","TAXINCOME","TOT","PC_GDP","A","2014",5.225,
"HUN","TAXINCOME","TOT","PC_GDP","A","2015",5.223,
"HUN","TAXINCOME","TOT","PC_GDP","A","2016",5.162,
"HUN","TAXINCOME","TOT","PC_GDP","A","2017",5.324,
"HUN","TAXINCOME","TOT","PC_GDP","A","2018",5.399,
"HUN","TAXINCOME","TOT","PC_GDP","A","2019",5.171,
"HUN","TAXINCOME","TOT","PC_GDP","A","2020",5.295,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1991",14.839,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1992",15.159,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1993",15.575,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1994",15.716,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1995",16.127,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1996",17.476,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1997",16.799,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1998",16.788,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","1999",17.527,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2000",18.601,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2001",19.594,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2002",20.233,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2003",18.869,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2004",17.782,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2005",17.949,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2006",18.237,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2007",18.205,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2008",19.293,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2009",18.769,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2010",17.429,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2011",13.561,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2012",14.142,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2013",13.752,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2014",13.595,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2015",13.496,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2016",13.208,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2017",14.063,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2018",14.662,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2019",14.181,
"HUN","TAXINCOME","TOT","PC_TOT_TAX","A","2020",14.839,
"ISL","TAXINCOME","TOT","PC_GDP","A","1965",5.027,
"ISL","TAXINCOME","TOT","PC_GDP","A","1970",5.361,
"ISL","TAXINCOME","TOT","PC_GDP","A","1975",5.957,
"ISL","TAXINCOME","TOT","PC_GDP","A","1980",6.731,
"ISL","TAXINCOME","TOT","PC_GDP","A","1981",6.638,
"ISL","TAXINCOME","TOT","PC_GDP","A","1982",6.431,
"ISL","TAXINCOME","TOT","PC_GDP","A","1983",6.018,
"ISL","TAXINCOME","TOT","PC_GDP","A","1984",6.118,
"ISL","TAXINCOME","TOT","PC_GDP","A","1985",5.421,
"ISL","TAXINCOME","TOT","PC_GDP","A","1986",6.017,
"ISL","TAXINCOME","TOT","PC_GDP","A","1987",5.851,
"ISL","TAXINCOME","TOT","PC_GDP","A","1988",7.326,
"ISL","TAXINCOME","TOT","PC_GDP","A","1989",7.475,
"ISL","TAXINCOME","TOT","PC_GDP","A","1990",8.198,
"ISL","TAXINCOME","TOT","PC_GDP","A","1991",8.186,
"ISL","TAXINCOME","TOT","PC_GDP","A","1992",8.4,
"ISL","TAXINCOME","TOT","PC_GDP","A","1993",9.039,
"ISL","TAXINCOME","TOT","PC_GDP","A","1994",9.34,
"ISL","TAXINCOME","TOT","PC_GDP","A","1995",9.566,
"ISL","TAXINCOME","TOT","PC_GDP","A","1996",10.278,
"ISL","TAXINCOME","TOT","PC_GDP","A","1997",10.438,
"ISL","TAXINCOME","TOT","PC_GDP","A","1998",11.273,
"ISL","TAXINCOME","TOT","PC_GDP","A","1999",12.006,
"ISL","TAXINCOME","TOT","PC_GDP","A","2000",12.471,
"ISL","TAXINCOME","TOT","PC_GDP","A","2001",13.064,
"ISL","TAXINCOME","TOT","PC_GDP","A","2002",13.038,
"ISL","TAXINCOME","TOT","PC_GDP","A","2003",13.34,
"ISL","TAXINCOME","TOT","PC_GDP","A","2004",13.27,
"ISL","TAXINCOME","TOT","PC_GDP","A","2005",13.698,
"ISL","TAXINCOME","TOT","PC_GDP","A","2006",13.32,
"ISL","TAXINCOME","TOT","PC_GDP","A","2007",12.983,
"ISL","TAXINCOME","TOT","PC_GDP","A","2008",12.307,
"ISL","TAXINCOME","TOT","PC_GDP","A","2009",11.822,
"ISL","TAXINCOME","TOT","PC_GDP","A","2010",11.738,
"ISL","TAXINCOME","TOT","PC_GDP","A","2011",12.497,
"ISL","TAXINCOME","TOT","PC_GDP","A","2012",12.708,
"ISL","TAXINCOME","TOT","PC_GDP","A","2013",13.127,
"ISL","TAXINCOME","TOT","PC_GDP","A","2014",12.969,
"ISL","TAXINCOME","TOT","PC_GDP","A","2015",12.895,
"ISL","TAXINCOME","TOT","PC_GDP","A","2016",13.434,
"ISL","TAXINCOME","TOT","PC_GDP","A","2017",14.173,
"ISL","TAXINCOME","TOT","PC_GDP","A","2018",14.498,
"ISL","TAXINCOME","TOT","PC_GDP","A","2019",14.283,
"ISL","TAXINCOME","TOT","PC_GDP","A","2020",15.271,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1965",19.538,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1970",19.886,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1975",20.185,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1980",23.082,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1981",21.921,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1982",21.044,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1983",21.548,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1984",20.989,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1985",19.535,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1986",21.523,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1987",20.683,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1988",23.767,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1989",24.165,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1990",26.892,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1991",26.546,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1992",26.527,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1993",29.54,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1994",30.982,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1995",31.135,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1996",32.235,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1997",33.044,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1998",33.525,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","1999",33.424,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2000",34.763,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2001",38.353,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2002",38.611,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2003",37.829,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2004",36.531,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2005",34.841,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2006",33.676,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2007",33.863,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2008",35.99,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2009",37.888,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2010",36.522,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2011",37.644,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2012",37.429,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2013",38.25,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2014",34.947,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2015",36.697,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2016",26.714,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2017",38.17,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2018",39.777,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2019",40.993,
"ISL","TAXINCOME","TOT","PC_TOT_TAX","A","2020",42.319,
"IRL","TAXINCOME","TOT","PC_GDP","A","1965",4.09,
"IRL","TAXINCOME","TOT","PC_GDP","A","1966",4.683,
"IRL","TAXINCOME","TOT","PC_GDP","A","1967",5.105,
"IRL","TAXINCOME","TOT","PC_GDP","A","1968",4.959,
"IRL","TAXINCOME","TOT","PC_GDP","A","1969",4.856,
"IRL","TAXINCOME","TOT","PC_GDP","A","1970",5.047,
"IRL","TAXINCOME","TOT","PC_GDP","A","1971",6.56,
"IRL","TAXINCOME","TOT","PC_GDP","A","1972",6.17,
"IRL","TAXINCOME","TOT","PC_GDP","A","1973",6.469,
"IRL","TAXINCOME","TOT","PC_GDP","A","1974",6.293,
"IRL","TAXINCOME","TOT","PC_GDP","A","1975",7.024,
"IRL","TAXINCOME","TOT","PC_GDP","A","1976",7.968,
"IRL","TAXINCOME","TOT","PC_GDP","A","1977",8.133,
"IRL","TAXINCOME","TOT","PC_GDP","A","1978",7.954,
"IRL","TAXINCOME","TOT","PC_GDP","A","1979",8.226,
"IRL","TAXINCOME","TOT","PC_GDP","A","1980",9.628,
"IRL","TAXINCOME","TOT","PC_GDP","A","1981",9.751,
"IRL","TAXINCOME","TOT","PC_GDP","A","1982",9.688,
"IRL","TAXINCOME","TOT","PC_GDP","A","1983",9.99,
"IRL","TAXINCOME","TOT","PC_GDP","A","1984",10.659,
"IRL","TAXINCOME","TOT","PC_GDP","A","1985",10.519,
"IRL","TAXINCOME","TOT","PC_GDP","A","1986",11.215,
"IRL","TAXINCOME","TOT","PC_GDP","A","1987",11.965,
"IRL","TAXINCOME","TOT","PC_GDP","A","1988",12.416,
"IRL","TAXINCOME","TOT","PC_GDP","A","1989",10.317,
"IRL","TAXINCOME","TOT","PC_GDP","A","1990",10.724,
"IRL","TAXINCOME","TOT","PC_GDP","A","1991",11.04,
"IRL","TAXINCOME","TOT","PC_GDP","A","1992",11.091,
"IRL","TAXINCOME","TOT","PC_GDP","A","1993",11.11,
"IRL","TAXINCOME","TOT","PC_GDP","A","1994",11.249,
"IRL","TAXINCOME","TOT","PC_GDP","A","1995",10.16,
"IRL","TAXINCOME","TOT","PC_GDP","A","1996",10.295,
"IRL","TAXINCOME","TOT","PC_GDP","A","1997",10.187,
"IRL","TAXINCOME","TOT","PC_GDP","A","1998",9.817,
"IRL","TAXINCOME","TOT","PC_GDP","A","1999",9.697,
"IRL","TAXINCOME","TOT","PC_GDP","A","2000",9.816,
"IRL","TAXINCOME","TOT","PC_GDP","A","2001",8.916,
"IRL","TAXINCOME","TOT","PC_GDP","A","2002",8.204,
"IRL","TAXINCOME","TOT","PC_GDP","A","2003",8.56,
"IRL","TAXINCOME","TOT","PC_GDP","A","2004",9.128,
"IRL","TAXINCOME","TOT","PC_GDP","A","2005",9.204,
